,loss,val_loss,mssim,val_mssim
0,-0.6447592907481723,-0.6350298523902893,0.6447592377662659,0.6350298523902893
1,-0.8009177926513884,-0.7344948649406433,0.8009178042411804,0.7344948649406433
2,-0.8589578602049086,-0.7384747266769409,0.8589578866958618,0.7384747266769409
3,-0.8693158096737332,-0.7960867285728455,0.8693158626556396,0.7960867285728455
4,-0.8839623894956377,-0.7759655117988586,0.8839624524116516,0.7759655117988586
5,-0.8849240458673902,-0.7986915707588196,0.884924054145813,0.7986915707588196
6,-0.8877804693248537,-0.7758345603942871,0.887780487537384,0.7758345603942871
7,-0.8904061797592375,-0.7934702038764954,0.89040607213974,0.7934702038764954
8,-0.8890385876099268,-0.7259296178817749,0.889038622379303,0.7259296178817749
9,-0.8923856069644293,-0.810482382774353,0.892385721206665,0.810482382774353
10,-0.893596382604705,-0.7936079502105713,0.8935964107513428,0.7936079502105713
11,-0.8948313809103436,-0.8021368980407715,0.8948313593864441,0.8021368980407715
12,-0.8949650790956285,-0.8151191473007202,0.8949651718139648,0.8151191473007202
13,-0.8979013843668832,-0.8170446157455444,0.8979014158248901,0.8170446157455444
14,-0.9010483175516129,-0.7547006607055664,0.9010483622550964,0.7547006607055664
15,-0.9011786546972063,-0.7880995273590088,0.9011786580085754,0.7880995273590088
16,-0.9034785528977712,-0.8102267980575562,0.9034785032272339,0.8102267980575562
17,-0.9061574190855026,-0.7955144643783569,0.9061574935913086,0.7955144643783569
18,-0.9088805980152554,-0.7966859340667725,0.9088806509971619,0.7966859340667725
19,-0.9095424595806334,-0.8141744136810303,0.9095425009727478,0.8141744136810303
20,-0.9095727321174409,-0.8119600415229797,0.9095727205276489,0.8119600415229797
21,-0.911805553568734,-0.8156780004501343,0.9118055701255798,0.8156780004501343
22,-0.9124816523657905,-0.8157999515533447,0.9124816060066223,0.8157999515533447
23,-0.9127399772405624,-0.8134890198707581,0.9127399921417236,0.8134890198707581
24,-0.9097080793645647,-0.6333324313163757,0.9097081422805786,0.6333324313163757
25,-0.9077673256397247,-0.7714548110961914,0.9077674150466919,0.7714548110961914
26,-0.9135295152664185,-0.34908849000930786,0.9135295152664185,0.34908849000930786
27,-0.9157282710075378,-0.8076708316802979,0.9157283306121826,0.8076708316802979
28,-0.9173489974604713,-0.8603333830833435,0.917349100112915,0.8603333830833435
29,-0.9188615050580766,-0.864589273929596,0.9188613891601562,0.864589273929596
30,-0.9216944906446669,-0.8690078258514404,0.9216945171356201,0.8690078258514404
31,-0.9228095809618632,-0.8717039823532104,0.9228097200393677,0.8717039823532104
32,-0.9248528331518173,-0.8744765520095825,0.9248527884483337,0.8744765520095825
33,-0.9260649366511239,-0.8761264085769653,0.9260649085044861,0.8761264085769653
