,loss,mssim_loss,mean_squared_error,val_loss,val_mssim_loss,val_mean_squared_error
0,0.47399540439163895,0.4739953577518463,0.09971148520708084,0.45856319241604565,0.4585632085800171,0.0858728289604187
1,0.3765366050483143,0.37653639912605286,0.07111330330371857,0.33828802533068897,0.3382880687713623,0.06043742224574089
2,0.33588627693567796,0.33588606119155884,0.0427137166261673,0.35381050837241995,0.35381045937538147,0.03535434603691101
3,0.3066803145094331,0.3066801130771637,0.028141947463154793,0.2528607168440091,0.25286075472831726,0.020380236208438873
4,0.2878016294059107,0.2878016531467438,0.022557351738214493,0.26802755917532967,0.26802757382392883,0.01871180534362793
5,0.2752105061617275,0.2752104103565216,0.01961083710193634,0.3110389547832942,0.3110389709472656,0.017745599150657654
6,0.26706408320622704,0.2670639753341675,0.016726190224289894,0.264084639185566,0.2640846371650696,0.01475305762141943
7,0.25955290331903375,0.259552925825119,0.015137771144509315,0.26404733880091524,0.2640473544597626,0.014295903034508228
8,0.25470074242342217,0.25470080971717834,0.014365983195602894,0.2584761583198935,0.2584761381149292,0.012203652411699295
9,0.2480144380625134,0.24801431596279144,0.013189227320253849,0.24089903649637254,0.24089902639389038,0.011720137670636177
10,0.2455308433979918,0.24553081393241882,0.01271210890263319,0.2518803952103954,0.251880407333374,0.013803557492792606
11,0.24339457790730362,0.24339452385902405,0.012259517796337605,0.22671561018895295,0.22671562433242798,0.011209136806428432
12,0.24013209511331246,0.24013204872608185,0.01204547006636858,0.24806362794617476,0.2480635941028595,0.013238993473351002
13,0.2381462807260215,0.23814620077610016,0.011797541752457619,0.21421485230074092,0.21421483159065247,0.01026188675314188
14,0.23595720619356117,0.2359572947025299,0.01146604772657156,0.23438015933764184,0.23438014090061188,0.011329294182360172
15,0.23144515523802764,0.23144517838954926,0.011183743365108967,0.25625611765910006,0.256256103515625,0.013015661388635635
16,0.229982901652205,0.22998297214508057,0.010945718735456467,0.20585196200063674,0.2058519572019577,0.008892818354070187
17,0.2267325577762841,0.2267325520515442,0.010609837248921394,0.2511146018060587,0.2511145770549774,0.01250741258263588
18,0.22338138551586317,0.22338132560253143,0.010432918556034565,0.19964768522876805,0.1996477097272873,0.011032975278794765
19,0.22264601562431752,0.22264596819877625,0.010423335246741772,0.23167353363360388,0.23167353868484497,0.009935660287737846
20,0.21778888060323712,0.21778877079486847,0.010058708488941193,0.23042592355760477,0.2304259091615677,0.011109642684459686
21,0.21614936033435686,0.21614935994148254,0.010030976496636868,0.2196890974448899,0.21968910098075867,0.011361142620444298
22,0.21293528077741578,0.21293514966964722,0.00980762392282486,0.22641644841533595,0.22641639411449432,0.010359893552958965
23,0.21109668952597063,0.21109668910503387,0.009788134135305882,0.19737962848049098,0.19737961888313293,0.009407903999090195
24,0.20772939044876962,0.2077294886112213,0.00943745207041502,0.22375939559128324,0.22375939786434174,0.011429482139647007
25,0.20765346344805932,0.2076534479856491,0.00943314004689455,0.21317544427968688,0.2131754606962204,0.010405201464891434
26,0.20426294134610565,0.20426304638385773,0.009218876250088215,0.18534813695034738,0.18534813821315765,0.00784715823829174
27,0.20077138510576525,0.20077131688594818,0.008986261673271656,0.19504600763320923,0.19504602253437042,0.00767523655667901
28,0.20150835769998152,0.20150835812091827,0.009030302986502647,0.21747182082321684,0.21747183799743652,0.01023666188120842
29,0.19982665406782074,0.19982664287090302,0.00880926288664341,0.21117039252135714,0.21117040514945984,0.009884056635200977
30,0.19793116103457867,0.1979311853647232,0.008857387118041515,0.19645200442459623,0.19645199179649353,0.008582767099142075
31,0.1946990381077409,0.1946989744901657,0.008680460974574089,0.1870586740768562,0.18705864250659943,0.008740012533962727
32,0.19350802202458212,0.1935081034898758,0.008555011823773384,0.18067871210938793,0.18067874014377594,0.007432177197188139
33,0.19325666070657935,0.1932567059993744,0.008615594357252121,0.19796190726555,0.19796191155910492,0.008334320969879627
34,0.19366384394424782,0.19366392493247986,0.00846182182431221,0.1993105714604006,0.1993105262517929,0.007741667330265045
35,0.19149550834842546,0.19149552285671234,0.008311182260513306,0.20581190969984411,0.20581190288066864,0.009748040698468685
36,0.18915546950647386,0.18915554881095886,0.008105563931167126,0.20450765803708867,0.20450766384601593,0.00840822234749794
37,0.18964072517531516,0.18964076042175293,0.008210137486457825,0.18376492948855383,0.1837649792432785,0.007552457973361015
38,0.18611851867758397,0.186118483543396,0.007962160743772984,0.17672648268230892,0.17672646045684814,0.0068750143982470036
39,0.18604724229841357,0.18604719638824463,0.008011278696358204,0.18756723909054773,0.18756721913814545,0.008325391449034214
40,0.18333091866049614,0.18333087861537933,0.007832810282707214,0.1914062752562054,0.19140629470348358,0.008717488497495651
41,0.18490891627223702,0.18490883708000183,0.007871043868362904,0.1667403538348311,0.16674037277698517,0.00631169555708766
42,0.18289089337580622,0.1828908622264862,0.007715021260082722,0.19368080971604687,0.1936808079481125,0.008529361337423325
43,0.18145999834362397,0.18146008253097534,0.007571360561996698,0.16464181269629527,0.16464181244373322,0.006672877352684736
44,0.18208484023304308,0.1820848286151886,0.007721033412963152,0.20896347296439996,0.20896346867084503,0.008551418781280518
45,0.18013704103714104,0.18013699352741241,0.007532854564487934,0.18414621939093379,0.1841462254524231,0.007173055317252874
46,0.17995359040025038,0.17995353043079376,0.007513373624533415,0.18168283721147957,0.18168282508850098,0.008170757442712784
47,0.18065128196206245,0.18065135180950165,0.007576986216008663,0.1869367199429011,0.18693669140338898,0.008313409984111786
48,0.17723761260397242,0.17723765969276428,0.007275848649442196,0.1599046971838353,0.15990470349788666,0.005726808216422796
49,0.1792090333114236,0.17920900881290436,0.007427752483636141,0.20153120210615255,0.20153117179870605,0.00846149306744337
