,loss,mean_squared_error,val_loss,val_mean_squared_error
0,1285454.2157258065,0.553779125213623,96034.58928571429,0.48845717310905457
1,976657.5987903225,0.41994398832321167,64954.032552083336,0.3303733468055725
2,597647.5201612903,0.25682350993156433,31115.66285342262,0.1582624465227127
3,320862.9495967742,0.13861434161663055,19303.492280505954,0.09818263351917267
4,192297.4349798387,0.08309870213270187,14767.46228608631,0.07511119544506073
5,130821.58291330645,0.056393347680568695,13707.922107514882,0.06972210109233856
6,102015.32976310483,0.04397666081786156,8601.917782738095,0.04375161603093147
7,82263.0785030242,0.03543880581855774,7451.951357886905,0.0379025861620903
8,74844.8402217742,0.03224645555019379,7520.0971447172615,0.038249194622039795
9,67685.45098286291,0.02915172651410103,6726.419294084822,0.03421233594417572
10,61517.272555443546,0.026544129475951195,5626.589169456845,0.02861831523478031
11,57454.47120715726,0.024703877046704292,4944.580217633928,0.02514943853020668
12,56231.06665826613,0.024204064160585403,5684.933175223215,0.02891506440937519
13,50384.4587953629,0.02181781269609928,4986.817220052083,0.025364264845848083
14,47321.39850050403,0.020414108410477638,4175.528134300595,0.02123783342540264
15,44372.42534022177,0.019100993871688843,3751.5784621465773,0.019081514328718185
16,43275.955078125,0.01866980828344822,4133.227353050595,0.021022681146860123
17,38542.53206905242,0.01666383072733879,3532.0543387276784,0.017964955419301987
18,38284.36945564516,0.016607707366347313,3317.5286574590773,0.01687382161617279
19,38837.16931152344,0.016461340710520744,2942.010963076637,0.014963840134441853
20,36435.56665826613,0.015685023739933968,2879.188406808036,0.01464430894702673
21,35172.5732421875,0.014908079989254475,2646.410226004464,0.013460338115692139
22,32804.8531376008,0.014131590723991394,2682.6097237723216,0.013644461520016193
23,36373.83171622984,0.015675822272896767,2758.3844284784227,0.014029867947101593
24,34595.32062752016,0.014897500164806843,2200.193138485863,0.011190760880708694
25,28483.782573084678,0.01230192743241787,2178.7449776785716,0.01108167041093111
26,28247.37906376008,0.01217576488852501,1970.6637195405506,0.010023314505815506
27,27861.451486895163,0.012018176726996899,2161.7916085379466,0.010995439253747463
28,26880.443296370966,0.01156170666217804,2328.9768415178573,0.011845789849758148
29,27432.67398563508,0.011839833110570908,1827.0457589285713,0.009292835369706154
30,28166.632497479837,0.012149816378951073,1879.3316708519346,0.009558774530887604
31,28615.4939516129,0.012339404784142971,1910.7869756789435,0.009718764573335648
32,25161.6904296875,0.0108419144526124,2641.3616536458335,0.013434658758342266
33,25065.864919354837,0.010796608403325081,2508.982642764137,0.012761346995830536
34,24258.614919354837,0.010482815094292164,1846.6496175130208,0.00939254555851221
35,24164.22281376008,0.01041477918624878,1538.3359433128721,0.00782438088208437
36,22764.0017641129,0.009863968938589096,1605.3023449125744,0.00816498976200819
37,21911.132119455644,0.009422450326383114,1504.7108212425596,0.007653354667127132
38,21681.10439768145,0.009377501904964447,1513.087913876488,0.007695962209254503
39,20993.476877520163,0.009042058140039444,1493.050525483631,0.0075940475799143314
40,21135.992155997985,0.00915129017084837,1366.6487397693452,0.006951134651899338
41,23085.842143397178,0.009933770634233952,1566.1005336216517,0.007965599186718464
42,21646.401020665322,0.00933533813804388,1322.1534656343006,0.006724820472300053
43,20074.370085685485,0.00868755392730236,1427.5082368396577,0.00726068252697587
44,20657.85074344758,0.00890230480581522,1365.8498070126489,0.0069470712915062904
45,20960.248078377015,0.009023052640259266,1854.0067836216517,0.00942996609956026
46,18488.905336441534,0.00796621572226286,1311.425560360863,0.006670255679637194
47,21493.757119455644,0.00930457841604948,1217.9680117652529,0.00619490584358573
48,19829.97281376008,0.008572312071919441,1678.759800502232,0.008538613095879555
49,19471.248078377015,0.008440294302999973,1704.9544677734375,0.008671845309436321
50,17594.960590977822,0.007588609121739864,1187.3675478980654,0.0060392627492547035
51,18497.83259828629,0.007957679219543934,1594.7497151692708,0.0081113176420331
52,17700.590473790322,0.007740218658000231,1190.8323277064733,0.006056886166334152
53,16017.064201108871,0.006901229731738567,1200.8182198660713,0.006107676774263382
54,16197.140869140625,0.006865242961794138,1717.0155668712798,0.008733193390071392
55,17594.61019405242,0.007636514492332935,1130.592006138393,0.005750488955527544
56,17417.513199344758,0.00751471146941185,1030.6419009254091,0.00524211535230279
57,15699.67275705645,0.0067937192507088184,1069.1917928059895,0.0054381899535655975
58,17111.3505859375,0.00740760238841176,1252.8643682570685,0.006372397765517235
59,15879.720813382057,0.006823088973760605,1134.1607491629463,0.005768639501184225
60,14479.479460685483,0.0062555852346122265,1454.9304664248511,0.007400159258395433
61,15412.939642137097,0.006687366869300604,1308.946033296131,0.006657643709331751
62,15629.115171370968,0.006764999125152826,2917.779029482887,0.014840589836239815
63,16276.726278981854,0.0070724524557590485,1053.32963344029,0.0053575122728943825
