,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.11106983019459632,0.11106984317302704,0.0635279044508934,0.0635279044508934
1,0.051483526825904846,0.051483526825904846,0.03628334403038025,0.03628334403038025
2,0.02659592747447952,0.02659592591226101,0.030035322532057762,0.030035322532057762
3,0.01581041794270277,0.015810417011380196,0.0163154024630785,0.0163154024630785
4,0.008250504371619994,0.008250504732131958,0.008503898978233337,0.008503898978233337
5,0.00612814984314384,0.006128149572759867,0.006379354745149612,0.006379354745149612
6,0.004910440785029242,0.0049104406498372555,0.004898390267044306,0.004898390267044306
7,0.004414076150785531,0.004414076451212168,0.0051234327256679535,0.0051234327256679535
8,0.003759673804104809,0.0037596742622554302,0.0058678933419287205,0.0058678933419287205
9,0.0032805615675545506,0.0032805614173412323,0.00583456689491868,0.00583456689491868
10,0.0026582432385053364,0.002658243291079998,0.004492410458624363,0.004492410458624363
11,0.0021964816917334836,0.0021964816842228174,0.00491250678896904,0.00491250678896904
12,0.0026628077405715183,0.002662807935848832,0.0068070366978645325,0.0068070366978645325
13,0.0026454008860333313,0.002645400818437338,0.004727975465357304,0.004727975465357304
14,0.0020292813649340985,0.0020292813424021006,0.005280755925923586,0.005280755925923586
15,0.001774726987576052,0.0017747270176187158,0.004043078515678644,0.004043078515678644
16,0.0017115257853161424,0.001711525721475482,0.005946294870227575,0.005946294870227575
17,0.0019789820146416466,0.0019789820071309805,0.005655277986079454,0.005655277986079454
18,0.0017250274953943107,0.001725027454085648,0.00334073300473392,0.00334073300473392
19,0.0018184953669626866,0.0018184955697506666,0.008582244627177715,0.008582244627177715
20,0.0017317850255377351,0.0017317848978564143,0.0036860210821032524,0.0036860210821032524
21,0.001502423464590984,0.0015024235472083092,0.005167510360479355,0.005167510360479355
22,0.001460914412746206,0.0014609143836423755,0.00373215414583683,0.00373215414583683
23,0.0013907663599257508,0.0013907663524150848,0.004448233637958765,0.004448233637958765
24,0.0016142737848924534,0.0016142737586051226,0.0036377236247062683,0.0036377236247062683
25,0.0015439557647632977,0.0015439556445926428,0.005340576637536287,0.005340576637536287
26,0.001370224001396808,0.0013702239375561476,0.004634200595319271,0.004634200595319271
27,0.001716388092796889,0.0017163880402222276,0.006031329277902842,0.006031329277902842
28,0.0016832490256356617,0.0016832491382956505,0.005391498561948538,0.005391498561948538
29,0.0014202185313127215,0.0014202184975147247,0.003984935116022825,0.003984935116022825
30,0.0015036586499322325,0.0015036585973575711,0.0045736245810985565,0.0045736245810985565
31,0.0013500285492609105,0.0013500285567715764,0.004760927055031061,0.004760927055031061
32,0.0012779081720978983,0.0012779082171618938,0.005483418703079224,0.005483418703079224
33,0.0013726788775755032,0.001372678903862834,0.006127556785941124,0.006127556785941124
34,0.0016252448925027443,0.0016252448549494147,0.003786908695474267,0.003786908695474267
35,0.0014509743627821726,0.0014509744942188263,0.0042153275571763515,0.0042153275571763515
36,0.0011500726029607317,0.001150072435848415,0.0043479204177856445,0.0043479204177856445
37,0.0012236457776218172,0.0012236457550898194,0.00416944082826376,0.00416944082826376
38,0.0012093462846091679,0.0012093463446944952,0.0054751671850681305,0.0054751671850681305
39,0.0013580700089674323,0.00135806982871145,0.004033258184790611,0.004033258184790611
40,0.001299625134936744,0.0012996250297874212,0.0035591525956988335,0.0035591525956988335
41,0.001301751374417255,0.001301751472055912,0.004204828292131424,0.004204828292131424
42,0.0011610930124598166,0.0011610930087044835,0.004873158875852823,0.004873158875852823
43,0.0011238465724032253,0.0011238466249778867,0.002947414293885231,0.002947414293885231
44,0.0012485171675742153,0.001248517306521535,0.004079110454767942,0.004079110454767942
45,0.0012958252445969265,0.0012958251172676682,0.0026835212484002113,0.0026835212484002113
46,0.0013765126406665772,0.0013765125768259168,0.0025963718071579933,0.0025963718071579933
47,0.001240704212367775,0.0012407043250277638,0.003403241978958249,0.003403241978958249
48,0.0012875228233995937,0.0012875228421762586,0.0044977692887187,0.0044977692887187
49,0.0011513857828122714,0.0011513858335092664,0.004251757171005011,0.004251757171005011
