,loss,val_loss,ssim,val_ssim
0,-0.6908675974065607,-0.6972928047180176,0.6908969283103943,0.6972928047180176
1,-0.7014312196259547,-0.7162536382675171,0.7013911604881287,0.7162536382675171
2,-0.7610324530890493,-0.7719177007675171,0.7612791657447815,0.7719177007675171
3,-0.8275617951094502,-0.8432105183601379,0.8274982571601868,0.8432105183601379
4,-0.870973132475458,-0.8667041063308716,0.8709622025489807,0.8667041063308716
5,-0.8869035557062939,-0.8690875172615051,0.8869430422782898,0.8690875172615051
6,-0.8938734025666208,-0.8730248808860779,0.8938506245613098,0.8730248808860779
7,-0.8961030184620559,-0.881374716758728,0.8960092663764954,0.881374716758728
8,-0.9021086012474214,-0.8653883934020996,0.9021762013435364,0.8653883934020996
9,-0.8952386421386642,-0.8689228892326355,0.8952244520187378,0.8689228892326355
10,-0.9053114020463192,-0.8831011652946472,0.9052664041519165,0.8831011652946472
11,-0.9098392586515407,-0.8882744908332825,0.9097908735275269,0.8882744908332825
12,-0.9167268420710708,-0.884033739566803,0.9167168140411377,0.884033739566803
13,-0.9155232093550942,-0.8912714719772339,0.9155215620994568,0.8912714719772339
14,-0.9150204682590986,-0.8780944347381592,0.9149779677391052,0.8780944347381592
15,-0.9135564812506088,-0.8911625146865845,0.9134802222251892,0.8911625146865845
16,-0.9124416124941123,-0.8915079832077026,0.9123494625091553,0.8915079832077026
17,-0.9149479546932259,-0.8915406465530396,0.9149317145347595,0.8915406465530396
18,-0.9179208910826481,-0.8889550566673279,0.9179301261901855,0.8889550566673279
19,-0.9225591481334031,-0.8973779082298279,0.9224894642829895,0.8973779082298279
20,-0.9148215230065163,-0.8844184875488281,0.9147402048110962,0.8844184875488281
21,-0.9202821037986062,-0.8964970111846924,0.9202507734298706,0.8964970111846924
22,-0.9194799222127356,-0.887050449848175,0.9195651412010193,0.887050449848175
23,-0.917960312029328,-0.8788427710533142,0.9179573059082031,0.8788427710533142
24,-0.9182538522614373,-0.8791369199752808,0.9182677268981934,0.8791369199752808
25,-0.9176571941134906,-0.8953089118003845,0.9176663160324097,0.8953089118003845
26,-0.9225442367370682,-0.9029057621955872,0.9225588440895081,0.9029057621955872
27,-0.9216589446019645,-0.9015582799911499,0.9216559529304504,0.9015582799911499
28,-0.9218109250068665,-0.8981839418411255,0.9218615889549255,0.8981839418411255
29,-0.9267626296390187,-0.8991104364395142,0.9267311692237854,0.8991104364395142
30,-0.9277598008965001,-0.8998028039932251,0.9277976751327515,0.8998028039932251
31,-0.928940049927644,-0.9036480188369751,0.9288536906242371,0.9036480188369751
32,-0.931171543068356,-0.8929897546768188,0.9311397671699524,0.8929897546768188
33,-0.9279147543088354,-0.904080867767334,0.927869975566864,0.904080867767334
34,-0.9325457359805251,-0.9085921049118042,0.9324945211410522,0.9085921049118042
35,-0.9337135083747633,-0.9043008685112,0.9337166547775269,0.9043008685112
36,-0.9342807356757347,-0.8985497355461121,0.9342775940895081,0.8985497355461121
37,-0.934303616634523,-0.9079724550247192,0.9342967867851257,0.9079724550247192
38,-0.9351034375152203,-0.9092056751251221,0.9350825548171997,0.9092056751251221
39,-0.9348779597667732,-0.9088517427444458,0.9348692893981934,0.9088517427444458
40,-0.9363125893804762,-0.9107651710510254,0.9363024234771729,0.9107651710510254
41,-0.9365356811369309,-0.9108033180236816,0.9365261197090149,0.9108033180236816
42,-0.9359006297708762,-0.9082155823707581,0.9358754754066467,0.9082155823707581
43,-0.9368378772880092,-0.9081482887268066,0.936835765838623,0.9081482887268066
44,-0.9361514732091114,-0.9083573222160339,0.9361239075660706,0.9083573222160339
45,-0.9375856837840996,-0.9114868640899658,0.9375896453857422,0.9114868640899658
46,-0.938382853763272,-0.9105732440948486,0.9383875131607056,0.9105732440948486
47,-0.938313501651841,-0.9111369848251343,0.9382909536361694,0.9111369848251343
48,-0.9386067553000017,-0.9111853241920471,0.9385994076728821,0.9111853241920471
49,-0.9389367230010756,-0.9121077656745911,0.938926637172699,0.9121077656745911
