,loss,val_loss,mssim,val_mssim
0,477316.4974747475,747761.75,0.18065860867500305,0.4732150435447693
1,221071.44807449495,738069.0,0.5059912800788879,0.4106997549533844
2,200537.77683080808,590563.3125,0.5450606346130371,0.5215093493461609
3,193536.8079229798,600058.5,0.5632165670394897,0.5000572800636292
4,188880.89488636365,529776.6875,0.568422257900238,0.5694249272346497
5,185600.15356691918,528722.8125,0.583420991897583,0.574120044708252
6,184466.06518308082,520965.1875,0.5880765318870544,0.5838465690612793
7,183899.86900252526,553545.9375,0.5915525555610657,0.5303986668586731
8,182369.28914141413,514075.4375,0.596408486366272,0.5865795612335205
9,182417.00804924243,521284.40625,0.5955522656440735,0.5846835374832153
10,181788.514520202,542047.0625,0.5845947861671448,0.5699042081832886
11,180991.305239899,601264.25,0.601442277431488,0.37077596783638
12,181043.4283459596,511545.8125,0.5946038961410522,0.5861032009124756
13,181326.64393939395,506896.125,0.5969266891479492,0.5858407020568848
14,184345.2059659091,559492.4375,0.5762735605239868,0.5661281943321228
15,180939.87247474748,704033.125,0.6004011034965515,0.2991470396518707
16,178614.83522727274,552047.25,0.603858232498169,0.5522682666778564
17,178923.73784722222,518176.75,0.6076236963272095,0.5780131816864014
18,179288.94113005052,513334.375,0.6005160212516785,0.5884445905685425
19,179345.3188131313,590320.0625,0.5997812747955322,0.5303618907928467
20,178226.47916666666,582529.5,0.6086861491203308,0.46721890568733215
21,177326.62815656565,597050.0,0.6121233105659485,0.45582669973373413
22,176442.9555713384,543139.125,0.6127486824989319,0.5274702310562134
23,176060.9457070707,540752.25,0.6109814643859863,0.5259204506874084
24,177738.05958017678,529826.0625,0.6075729131698608,0.5720291137695312
25,177342.58956755052,535664.8125,0.6023772954940796,0.5306028723716736
26,175002.81242108587,520142.0,0.6216320991516113,0.5775181651115417
27,175819.24660669192,511702.375,0.6148867607116699,0.5812927484512329
28,175960.18568497474,514466.71875,0.6106610298156738,0.5606942772865295
29,175321.8717645202,526501.6875,0.6190915703773499,0.5741328001022339
30,174640.33191287878,513338.96875,0.6168411374092102,0.581159234046936
31,175721.56029040404,508706.3125,0.6075726747512817,0.5811564922332764
32,174372.8069760101,511097.1875,0.6259963512420654,0.5539308786392212
33,175405.49281881313,513210.375,0.6147735714912415,0.5790197253227234
34,174092.87050189395,513885.0625,0.6245774626731873,0.5769572257995605
35,175229.5074179293,506091.6875,0.6163647174835205,0.5785490870475769
36,174231.585385101,500202.4375,0.6226233839988708,0.5391830801963806
37,172873.92566287878,488662.6875,0.6315633058547974,0.5383008122444153
38,171459.11482007575,488664.0,0.6350057125091553,0.5497956275939941
39,170935.67945075757,479966.9375,0.6390487551689148,0.5481858849525452
40,171023.58759469696,484293.375,0.6345934271812439,0.5311726927757263
41,171077.8428030303,475013.375,0.6329100131988525,0.5569878816604614
42,171115.32970328283,473820.78125,0.6360527276992798,0.5809149742126465
43,171538.078677399,479704.78125,0.6325863599777222,0.5954607129096985
44,171158.20059974748,474402.6875,0.6320123076438904,0.5966348052024841
45,171095.2654671717,479045.09375,0.6335485577583313,0.6012041568756104
46,170637.70896464647,482966.71875,0.636229395866394,0.6016927361488342
47,170283.616635101,472807.375,0.6399120092391968,0.5982071757316589
48,170735.4373421717,474028.46875,0.633722186088562,0.5986714959144592
49,169769.41848169192,472748.375,0.6393621563911438,0.5986321568489075
