,loss,mean_squared_error,mssim,val_loss,val_mean_squared_error,val_mssim
0,0.7309638223340434,0.2715768814086914,0.7293331623077393,0.6434684991836548,0.23442257940769196,0.6434684991836548
1,0.5170267070493391,0.1968723088502884,0.515947699546814,0.5694001913070679,0.21988381445407867,0.5694001913070679
2,0.4331091757743589,0.16616488993167877,0.43341872096061707,0.5561510324478149,0.22486333549022675,0.5561510324478149
3,0.4025013331444033,0.1642245203256607,0.4023248553276062,0.5224766731262207,0.21509599685668945,0.5224766731262207
4,0.3920748791387004,0.1689642369747162,0.3917559087276459,0.5292161703109741,0.21325387060642242,0.5292161703109741
5,0.38202904308995894,0.17382407188415527,0.381635844707489,0.500123143196106,0.22997474670410156,0.500123143196106
6,0.37232889283087944,0.17358951270580292,0.37180066108703613,0.5124980211257935,0.2524736523628235,0.5124980211257935
7,0.368816077709198,0.18020986020565033,0.36864739656448364,0.5357517004013062,0.2770063281059265,0.5357517004013062
8,0.3633439194771551,0.1828082799911499,0.36325526237487793,0.492892324924469,0.264909029006958,0.492892324924469
9,0.3675629342755964,0.19130821526050568,0.36779648065567017,0.6643111705780029,0.17413429915905,0.6643111705780029
10,0.3744424658436929,0.19688011705875397,0.37462446093559265,0.49030107259750366,0.23027324676513672,0.49030107259750366
11,0.36391259585657426,0.19288942217826843,0.3638099133968353,0.5211247205734253,0.2856940031051636,0.5211247205734253
12,0.35712231935993316,0.19182009994983673,0.35703223943710327,0.49658113718032837,0.29128676652908325,0.49658113718032837
13,0.35610436816369334,0.19360537827014923,0.35608363151550293,0.5044602155685425,0.3055751919746399,0.5044602155685425
14,0.35564569888576386,0.19925834238529205,0.3556324243545532,0.45806044340133667,0.26972484588623047,0.45806044340133667
15,0.35334581521249586,0.1991262137889862,0.35321637988090515,0.47341054677963257,0.29338550567626953,0.47341054677963257
16,0.35116844984792894,0.19683730602264404,0.3511381447315216,0.48341530561447144,0.30030250549316406,0.48341530561447144
17,0.3486445661514036,0.19823022186756134,0.3483923077583313,0.46821773052215576,0.27819839119911194,0.46821773052215576
18,0.3480686333871657,0.19990181922912598,0.3478226065635681,0.4728468060493469,0.2864916920661926,0.4728468060493469
19,0.34777164459228516,0.19898246228694916,0.3477970361709595,0.4603056311607361,0.2617189884185791,0.4603056311607361
20,0.3464352719245418,0.19854946434497833,0.34634649753570557,0.4852028489112854,0.3120390772819519,0.4852028489112854
21,0.34624772891402245,0.20037682354450226,0.3462381958961487,0.45643699169158936,0.27627480030059814,0.45643699169158936
22,0.34481146258692585,0.20047618448734283,0.34491169452667236,0.4625003933906555,0.27539771795272827,0.4625003933906555
23,0.34240589795574067,0.19956348836421967,0.34262213110923767,0.44974082708358765,0.2613484263420105,0.44974082708358765
24,0.34492136778370025,0.20356163382530212,0.3448697626590729,0.44777655601501465,0.2598215937614441,0.44777655601501465
25,0.34376384558216216,0.2013850063085556,0.34379464387893677,0.4650645852088928,0.2697182595729828,0.4650645852088928
26,0.3412239878408371,0.19914086163043976,0.341294527053833,0.4472411274909973,0.255537211894989,0.4472411274909973
27,0.3410904734365402,0.20145539939403534,0.34099292755126953,0.44175344705581665,0.2399425059556961,0.44175344705581665
28,0.3417892321463554,0.20056045055389404,0.3415866792201996,0.4353291392326355,0.23442764580249786,0.4353291392326355
29,0.3395868097582171,0.20213668048381805,0.33948272466659546,0.46253257989883423,0.26283350586891174,0.46253257989883423
30,0.33781770160121305,0.20211558043956757,0.3377695679664612,0.44275712966918945,0.2610999643802643,0.44275712966918945
31,0.3383431319267519,0.2023896872997284,0.3381304144859314,0.42432278394699097,0.24915467202663422,0.42432278394699097
32,0.3345634187421491,0.19960224628448486,0.3344133794307709,0.408475399017334,0.23519235849380493,0.408475399017334
33,0.33520993686491446,0.19922961294651031,0.3350892663002014,0.3999788761138916,0.2339627742767334,0.3999788761138916
34,0.3347822908432253,0.2005436271429062,0.33471888303756714,0.3935483694076538,0.2335818111896515,0.3935483694076538
35,0.3332628107840015,0.20164453983306885,0.3331921100616455,0.38937538862228394,0.2388528287410736,0.38937538862228394
36,0.3344273778700059,0.2037617713212967,0.33475741744041443,0.3834739327430725,0.2359788566827774,0.3834739327430725
37,0.3349314831918286,0.2032187283039093,0.33476540446281433,0.383716881275177,0.23916083574295044,0.383716881275177
38,0.3340757950659721,0.2019159495830536,0.3340016305446625,0.37721651792526245,0.23133039474487305,0.37721651792526245
39,0.3336613005207431,0.20254580676555634,0.33360785245895386,0.3773356080055237,0.2354818433523178,0.3773356080055237
40,0.33558212749419675,0.20382529497146606,0.3358948826789856,0.3745318055152893,0.23502005636692047,0.3745318055152893
41,0.33229032639534245,0.20199906826019287,0.3321967124938965,0.3733055591583252,0.23323675990104675,0.3733055591583252
42,0.3326677257014859,0.20267722010612488,0.3326060175895691,0.37184399366378784,0.23307278752326965,0.37184399366378784
43,0.3331445705506109,0.20388354361057281,0.3331991732120514,0.36899733543395996,0.23381757736206055,0.36899733543395996
44,0.3329056424479331,0.20274393260478973,0.33271583914756775,0.36724722385406494,0.2307291477918625,0.36724722385406494
45,0.33061549548179875,0.20041824877262115,0.33059272170066833,0.36747777462005615,0.22841979563236237,0.36747777462005615
46,0.3321267251045473,0.20196877419948578,0.3320910334587097,0.36528480052948,0.23038583993911743,0.36528480052948
47,0.3326697003456854,0.20471854507923126,0.33269140124320984,0.3646842837333679,0.2285938709974289,0.3646842837333679
48,0.3314211964607239,0.20133760571479797,0.33153027296066284,0.36488062143325806,0.22608740627765656,0.36488062143325806
49,0.3313398495797188,0.20299312472343445,0.33123546838760376,0.3629409670829773,0.2270217090845108,0.3629409670829773
