,loss,ssim_metric,val_loss,val_ssim_metric
0,-0.6462636637687683,0.6470288634300232,-0.5890094637870789,0.5890094637870789
1,-0.6727212357521057,0.6726693511009216,-0.5956889986991882,0.5956889986991882
2,-0.6738678932189941,0.6740248203277588,-0.5969516634941101,0.5969516634941101
3,-0.6759311723709106,0.6761744022369385,-0.599829912185669,0.599829912185669
4,-0.6839076685905456,0.6840175986289978,-0.6061275601387024,0.6061275601387024
5,-0.6894967007637024,0.6897444128990173,-0.6098293662071228,0.6098293662071228
6,-0.6940722012519837,0.6943694353103638,-0.6118332743644714,0.6118332743644714
7,-0.6978502655029297,0.6982197165489197,-0.6171209812164307,0.6171209812164307
8,-0.7007991409301758,0.7007992267608643,-0.6201384663581848,0.6201384663581848
9,-0.7023558831214904,0.702442467212677,-0.6166741251945496,0.6166741251945496
10,-0.7048214101791381,0.7050934433937073,-0.6206362247467041,0.6206362247467041
11,-0.7085156345367432,0.708747923374176,-0.6245061755180359,0.6245061755180359
12,-0.7081407260894775,0.7084322571754456,-0.6282424330711365,0.6282424330711365
13,-0.71096605520982,0.7109660506248474,-0.6205232739448547,0.6205232739448547
14,-0.7102631974220276,0.7106384038925171,-0.6203622221946716,0.6203622221946716
15,-0.7161263346672058,0.7161465287208557,-0.6315351128578186,0.6315351128578186
16,-0.7165281558036805,0.7167040109634399,-0.6313795447349548,0.6313795447349548
17,-0.7225814175605774,0.7226778268814087,-0.6283058524131775,0.6283058524131775
18,-0.722661623954773,0.7229835987091064,-0.6348386406898499,0.6348386406898499
19,-0.7208066821098328,0.7210150957107544,-0.6305181980133057,0.6305181980133057
20,-0.7121372723579407,0.7124335765838623,-0.6222542524337769,0.6222542524337769
21,-0.7196366119384766,0.7194806337356567,-0.6330022215843201,0.6330022215843201
22,-0.7223563313484191,0.7224377989768982,-0.6332499384880066,0.6332499384880066
23,-0.724177029132843,0.7244424223899841,-0.6325964331626892,0.6325964331626892
24,-0.7270607709884643,0.7270658016204834,-0.6411207318305969,0.6411207318305969
25,-0.7252234435081482,0.7252669930458069,-0.636105477809906,0.636105477809906
26,-0.7296146035194397,0.7296314239501953,-0.6432657837867737,0.6432657837867737
27,-0.7270806860923767,0.7272676229476929,-0.6423380970954895,0.6423380970954895
28,-0.7260130071640014,0.7262722849845886,-0.6362760066986084,0.6362760066986084
29,-0.721136577129364,0.7216494083404541,-0.6344429850578308,0.6344429850578308
30,-0.728445737361908,0.7286978960037231,-0.6408202648162842,0.6408202648162842
31,-0.7295550417900085,0.7295253276824951,-0.6446842551231384,0.6446842551231384
32,-0.7301195335388183,0.7299444675445557,-0.6318021416664124,0.6318021416664124
33,-0.7228981184959412,0.7231811285018921,-0.6351689696311951,0.6351689696311951
34,-0.7343011260032654,0.7341912388801575,-0.6423558592796326,0.6423558592796326
35,-0.7376734948158264,0.7376859188079834,-0.6498205065727234,0.6498205065727234
36,-0.7434520411491394,0.7435750365257263,-0.6483233571052551,0.6483233571052551
37,-0.7404420018196106,0.7410109639167786,-0.6260415315628052,0.6260415315628052
38,-0.7398796939849853,0.7405157685279846,-0.6404454112052917,0.6404454112052917
39,-0.7400118803977966,0.7402499914169312,-0.6422552466392517,0.6422552466392517
40,-0.7326312613487244,0.7327216267585754,-0.6485440731048584,0.6485440731048584
41,-0.7291736078262329,0.729399561882019,-0.6484712958335876,0.6484712958335876
42,-0.7366735816001893,0.7360127568244934,-0.6354547142982483,0.6354547142982483
43,-0.7465026617050171,0.7465394735336304,-0.6551626324653625,0.6551626324653625
44,-0.7508550906181335,0.7508246898651123,-0.6608167290687561,0.6608167290687561
45,-0.7465352129936218,0.7469320893287659,-0.6457206606864929,0.6457206606864929
46,-0.752345085144043,0.7526785135269165,-0.6583288908004761,0.6583288908004761
47,-0.7548168164033157,0.7548168897628784,-0.6560024619102478,0.6560024619102478
48,-0.7453860425949097,0.7454478740692139,-0.6421590447425842,0.6421590447425842
49,-0.7390181279182434,0.7394297122955322,-0.6516217589378357,0.6516217589378357
50,-0.7499147129058837,0.7503176927566528,-0.6619494557380676,0.6619494557380676
51,-0.7531935787200927,0.7530163526535034,-0.6553149223327637,0.6553149223327637
52,-0.7504272961616516,0.7507524490356445,-0.6432715058326721,0.6432715058326721
53,-0.7495166945457459,0.7496470808982849,-0.6489418148994446,0.6489418148994446
54,-0.7525546407699585,0.7530711889266968,-0.6507748961448669,0.6507748961448669
55,-0.7602166991967422,0.7602166533470154,-0.6565772294998169,0.6565772294998169
56,-0.7639723145044767,0.763972282409668,-0.6572597026824951,0.6572597026824951
57,-0.7621892619132996,0.7624596953392029,-0.6577951312065125,0.6577951312065125
58,-0.7618847560882568,0.7621679902076721,-0.665700376033783,0.665700376033783
59,-0.7622098968579218,0.7622098326683044,-0.6656187176704407,0.6656187176704407
60,-0.7590059494972229,0.7592040300369263,-0.6698710322380066,0.6698710322380066
