,loss,mean_squared_error,ssim,val_loss,val_mean_squared_error,val_ssim
24,0.06943566664572685,0.01954764872789383,0.069432832300663,0.07779677850859505,0.01334444247186184,0.07779677212238312
25,0.06866344040439974,0.018359210342168808,0.06878355145454407,0.07896245093572707,0.014955861493945122,0.07896245270967484
26,0.06730476694722329,0.018200708553195,0.06739217787981033,0.07638211761202131,0.010529140010476112,0.076382115483284
27,0.06776846608807964,0.018406977877020836,0.06780258566141129,0.07805225678852626,0.013171195983886719,0.07805225253105164
28,0.06652107834815979,0.01755288802087307,0.06657025963068008,0.08654435333751496,0.017888309434056282,0.08654435724020004
29,0.06781157755082654,0.018262721598148346,0.06796245276927948,0.07991560584022886,0.01375934761017561,0.0799155980348587
30,0.06619706749916077,0.016484301537275314,0.06619168817996979,0.08094159052485511,0.015793422237038612,0.0809415876865387
31,0.0650663548900235,0.01685532182455063,0.06506432592868805,0.07545230360258193,0.011982644908130169,0.0754522904753685
32,0.06430729839109606,0.01664099097251892,0.0644674003124237,0.07584234078725179,0.012157865799963474,0.07584234327077866
33,0.06375470949757484,0.01568002812564373,0.06377305835485458,0.07218393967265174,0.009602167643606663,0.07218393683433533
34,0.06329142758923192,0.01541162095963955,0.06332454085350037,0.0735328339395069,0.009852572344243526,0.073532834649086
35,0.06269356512254284,0.015369507484138012,0.06291819363832474,0.07417430764152891,0.009074777364730835,0.07417430728673935
36,0.0628157344556624,0.015063473954796791,0.06296609342098236,0.07158219530468896,0.009411875158548355,0.07158220559358597
37,0.0628232677136698,0.015412961132824421,0.06298474967479706,0.07327593224389213,0.010734234936535358,0.07327593117952347
38,0.06163793513851781,0.014447641558945179,0.061611831188201904,0.0728642741839091,0.010270411148667336,0.07286427915096283
39,0.06152490358198843,0.014259335584938526,0.0616610124707222,0.07089125542413621,0.010187782347202301,0.07089125365018845
40,0.060399970039725304,0.013905152678489685,0.06039997190237045,0.07196895707221258,0.010177640244364738,0.07196895033121109
41,0.060436432400057395,0.01367997471243143,0.060464270412921906,0.07178739422843569,0.009387839585542679,0.07178739458322525
42,0.05999590023871391,0.013506964780390263,0.06006217747926712,0.07267346268608457,0.011306872591376305,0.07267345488071442
43,0.05914401623510545,0.013022469356656075,0.05920729786157608,0.07080724693479992,0.009326653555035591,0.07080724090337753
44,0.059071323563975674,0.013426478020846844,0.059015534818172455,0.06962442823818751,0.007973778061568737,0.06962443888187408
45,0.05913886908561953,0.013221434317529202,0.05919510871171951,0.06903552583285741,0.008109299466013908,0.06903552263975143
46,0.057819901935515866,0.012903066352009773,0.057960622012615204,0.06898507333937146,0.008427509106695652,0.06898506730794907
47,0.05872300459492591,0.01287420466542244,0.05906064063310623,0.07528605915251232,0.012289385311305523,0.07528606057167053
48,0.05817529847545008,0.012386705726385117,0.058253295719623566,0.06744722241447085,0.007770756725221872,0.0674472227692604
49,0.05799129220747178,0.012208727188408375,0.05829385668039322,0.06857430509158544,0.007756511215120554,0.06857429444789886
50,0.05681524257506094,0.011904195882380009,0.05702172964811325,0.06752572173164004,0.0070334202609956264,0.06752572953701019
51,0.05622395680796716,0.011348680593073368,0.05622696876525879,0.06634340683619182,0.007359139155596495,0.06634339690208435
52,0.05806410793335207,0.01213387493044138,0.058191150426864624,0.06787990814163572,0.007100941147655249,0.06787990033626556
53,0.05768430419266224,0.012616739608347416,0.05768430978059769,0.06723703373046148,0.007195517420768738,0.06723703444004059
54,0.0569759770747154,0.01166957151144743,0.056960493326187134,0.06732952169009618,0.00781450979411602,0.0673295184969902
55,0.055948249755367156,0.011921139433979988,0.05598984658718109,0.06715709822518486,0.007447482086718082,0.06715709716081619
56,0.05625279488102082,0.011571449227631092,0.056292131543159485,0.06878671191987537,0.009339410811662674,0.06878672540187836
57,0.05514540018573884,0.010507040657103062,0.05516062676906586,0.06855663657188416,0.00940871611237526,0.06855662912130356
58,0.055306639402143414,0.010688959620893002,0.05533866584300995,0.06879680781137376,0.008404182270169258,0.06879681348800659
