,loss,mean_squared_error,ssim,val_loss,val_mean_squared_error,val_ssim
0,0.4901462418417777,0.5968571305274963,0.4901579022407532,0.4781566248053596,0.4916592538356781,0.4781566262245178
1,0.45737008317824335,0.5564225912094116,0.4578058123588562,0.434797819171633,0.4566171169281006,0.43479782342910767
2,0.39097083768536967,0.46025845408439636,0.38895756006240845,0.3025927955196017,0.2746698558330536,0.30259281396865845
3,0.2223221573137468,0.199006587266922,0.22130036354064941,0.20494929381779262,0.11922293901443481,0.204949289560318
4,0.162299410950753,0.11886296421289444,0.16190846264362335,0.1792865650994437,0.08973411470651627,0.17928655445575714
5,0.1379663973085342,0.08210702240467072,0.13791629672050476,0.16118986833663212,0.07055950909852982,0.16118988394737244
6,0.12266663485957731,0.06502532213926315,0.12279259413480759,0.14763552943865457,0.05377670004963875,0.1476355493068695
7,0.11320688455335555,0.05310555547475815,0.11328601837158203,0.13760824572472347,0.04237574711441994,0.13760825991630554
8,0.10493563259801557,0.0452580489218235,0.10504892468452454,0.13450964291890463,0.03974844515323639,0.13450965285301208
9,0.1008571155609623,0.041427139192819595,0.1008697971701622,0.12668718326659428,0.032771043479442596,0.1266871839761734
10,0.09723894538417939,0.038489263504743576,0.09725867211818695,0.12311269413857233,0.028788484632968903,0.12311269342899323
11,0.09385916590690613,0.03591874986886978,0.09384911507368088,0.12193386043821063,0.02926769107580185,0.12193387746810913
12,0.09139780363728923,0.03430359065532684,0.09132914990186691,0.10586014531907581,0.023043522611260414,0.1058601438999176
13,0.08741176224523975,0.031335193663835526,0.0875425711274147,0.11446941182726905,0.02592199109494686,0.11446941643953323
14,0.0845210725261319,0.0293018389493227,0.08455513417720795,0.10841847033727736,0.025711962953209877,0.10841846466064453
15,0.0831309816529674,0.028698831796646118,0.08310921490192413,0.10027497155325753,0.02266712673008442,0.10027497261762619
16,0.0815975146908914,0.027754826471209526,0.08175604790449142,0.10816990193866548,0.0220481064170599,0.10816989839076996
17,0.07820156793440541,0.025154629722237587,0.07835925370454788,0.09044602513313293,0.01728403940796852,0.09044602513313293
18,0.07703287659152862,0.02488396316766739,0.0772199034690857,0.09454986169224694,0.019264455884695053,0.09454985707998276
19,0.07482430723405653,0.023472610861063004,0.07478194683790207,0.08617784437679109,0.018631646409630775,0.08617784827947617
20,0.07330174503787872,0.021622562780976295,0.0732225850224495,0.0886934967268081,0.019933108240365982,0.08869350701570511
21,0.0720980167388916,0.021227439865469933,0.07216767221689224,0.0864962637424469,0.017317308112978935,0.0864962637424469
22,0.07122037776054875,0.02111220918595791,0.0713462233543396,0.08783066130819775,0.015106838196516037,0.08783065527677536
23,0.06993515933713605,0.02003735490143299,0.07021170854568481,0.0810706445149013,0.014038963243365288,0.08107063919305801
