,loss,mean_squared_error,ssim_metric,val_loss,val_mean_squared_error,val_ssim_metric
0,0.19799657464027404,0.09497211873531342,0.8019728064537048,0.23660394549369812,0.09441421180963516,0.7633960247039795
1,0.1970055067539215,0.09236599504947662,0.8028683066368103,0.23616790771484375,0.09334496408700943,0.7638320922851562
2,0.1967010533809662,0.09083691984415054,0.8033022284507751,0.23549973964691162,0.0916745662689209,0.7645002603530884
3,0.19566569209098816,0.08860426396131516,0.804101288318634,0.23374733328819275,0.08735564351081848,0.7662526369094849
4,0.19065624016981858,0.07724954932928085,0.8093437552452087,0.22337940335273743,0.05487680807709694,0.776620626449585
5,0.17926488518714906,0.0372471883893013,0.8206542730331421,0.21944952011108398,0.04023514315485954,0.780550479888916
6,0.17718737006187438,0.03573565557599068,0.822684645652771,0.21458452939987183,0.03395151346921921,0.7854154706001282
7,0.1741332793235779,0.03457026183605194,0.8256551027297974,0.21243619918823242,0.03058520518243313,0.7875638008117676
8,0.17112611651420592,0.02982642874121666,0.8288583159446716,0.20960840582847595,0.02713966928422451,0.7903915643692017
9,0.16914998173713683,0.026581574231386185,0.8306788802146912,0.20834597945213318,0.023822108283638954,0.7916539907455444
10,0.16772064089775085,0.023669930174946785,0.8321968913078308,0.20683252811431885,0.020853644236922264,0.7931674718856812
11,0.1654437279701233,0.02138608694076538,0.8344975113868713,0.20463111996650696,0.019025718793272972,0.7953689098358154
12,0.16446722269058228,0.020018544048070908,0.8354958295822144,0.20360973477363586,0.01850716397166252,0.7963902950286865
13,0.1633068537712097,0.019475063309073448,0.8365969061851501,0.2031743824481964,0.017217284068465233,0.796825647354126
14,0.16330886006355286,0.019268909469246864,0.8366357088088989,0.2029985785484314,0.017033390700817108,0.7970014214515686
15,0.16260931611061097,0.018518486991524696,0.8373026251792908,0.20334067940711975,0.01755840703845024,0.7966593503952026
16,0.1627069044113159,0.018879026174545288,0.837138831615448,0.2025052309036255,0.016864480450749397,0.7974947690963745
17,0.16270358443260194,0.018773412331938744,0.8371911644935608,0.2027663290500641,0.016804363578557968,0.7972337007522583
18,0.1621627128124237,0.018380368128418922,0.8376837372779846,0.20209476351737976,0.016382751986384392,0.7979052066802979
19,0.16283140301704407,0.01865152269601822,0.8370476961135864,0.20232275128364563,0.0165021363645792,0.7976772785186768
20,0.16219012975692748,0.018456241115927696,0.8376670479774475,0.20223385095596313,0.01645992510020733,0.7977661490440369
21,0.16167230560229376,0.017747482284903526,0.8383277058601379,0.2016267478466034,0.015589510090649128,0.7983732223510742
22,0.16092049479484558,0.016761628910899162,0.8390308022499084,0.1991201937198639,0.013019195757806301,0.8008798360824585
23,0.15901400923728942,0.014831962995231152,0.8409134745597839,0.19636395573616028,0.011782900430262089,0.8036360740661621
24,0.15831079363822936,0.01418246142566204,0.8415299654006958,0.19671186804771423,0.012003500014543533,0.8032881021499634
25,0.15688308715820312,0.01347676943987608,0.8429889678955078,0.19616249203681946,0.011738285422325134,0.8038375377655029
26,0.15597148180007936,0.012708821333944798,0.8438917398452759,0.19467300176620483,0.010416746139526367,0.8053269982337952
27,0.15503818154335022,0.01227559894323349,0.8447834253311157,0.1940004825592041,0.010849162936210632,0.8059995174407959
28,0.15392228960990906,0.011736253276467323,0.8460086584091187,0.19347789883613586,0.009316010400652885,0.8065221309661865
29,0.15274657011032106,0.01115194521844387,0.8472588062286377,0.19298258423805237,0.010138149373233318,0.80701744556427
30,0.15181233286857604,0.01067502610385418,0.8481242060661316,0.1927638053894043,0.009865867905318737,0.8072361946105957
31,0.15136796355247498,0.010617345571517944,0.8486217856407166,0.1921423375606537,0.009257510304450989,0.8078576326370239
32,0.1510375165939331,0.01032712496817112,0.8489360213279724,0.1921420395374298,0.009535576216876507,0.8078579902648926
33,0.14963572978973388,0.00987188145518303,0.8503363132476807,0.1915121078491211,0.00880127027630806,0.8084878921508789
34,0.14981386184692383,0.009894588962197304,0.8500404357910156,0.1914234459400177,0.008765245787799358,0.8085765838623047
35,0.14905538201332091,0.009634600952267647,0.8507931232452393,0.19157204031944275,0.008679386228322983,0.8084279298782349
36,0.14873991370201112,0.009426834993064404,0.8510800004005432,0.19111421704292297,0.008637272752821445,0.8088858127593994
37,0.148003431558609,0.009133536368608475,0.8519719839096069,0.1905595362186432,0.008273319341242313,0.8094404935836792
38,0.1472361569221203,0.009097713977098465,0.8527637720108032,0.1906561553478241,0.008397804573178291,0.8093438148498535
39,0.14611523866653442,0.008665804751217365,0.8537600636482239,0.19086024165153503,0.008096158504486084,0.8091397285461426
40,0.14708441138267517,0.008757843635976315,0.8528696894645691,0.18985706567764282,0.008257350884377956,0.8101429343223572
41,0.14609941840171814,0.008692977949976921,0.8538222908973694,0.19008740782737732,0.00824788399040699,0.8099125623703003
42,0.14551662802696227,0.008634291589260101,0.8545191884040833,0.19019755721092224,0.007975435815751553,0.8098024129867554
43,0.1456326567209684,0.008357930928468704,0.8543673753738403,0.1895865499973297,0.007933939807116985,0.8104134798049927
44,0.14534032583236695,0.008379418402910233,0.8546370267868042,0.18929386138916016,0.008206414058804512,0.8107061386108398
45,0.1459251308441162,0.008630288764834404,0.854044497013092,0.18933606147766113,0.008035263977944851,0.8106639385223389
46,0.14424692511558532,0.008248421363532543,0.8557010889053345,0.18914341926574707,0.008012606762349606,0.8108565807342529
47,0.14401836276054383,0.008185184560716152,0.8558703660964966,0.1886560618877411,0.007882594130933285,0.8113439083099365
48,0.14369243264198303,0.008126483298838139,0.8563486933708191,0.18828386068344116,0.007876910269260406,0.8117161393165588
49,0.14333273530006407,0.008147552609443665,0.8566382527351379,0.189429372549057,0.007973349653184414,0.8105705976486206
50,0.1436731243133545,0.008064456284046173,0.8563063144683838,0.1882370114326477,0.007698718458414078,0.8117629885673523
51,0.14209875226020813,0.008009418845176697,0.8579068779945374,0.18763259053230286,0.007808974012732506,0.8123674392700195
52,0.14195525050163268,0.007872416637837887,0.8579750061035156,0.18720749020576477,0.007620042189955711,0.8127925395965576
53,0.14128491401672363,0.007988895289599895,0.8585644960403442,0.18703016638755798,0.007689507212489843,0.8129698038101196
54,0.14191831304476812,0.00789632834494114,0.8580816984176636,0.18736383318901062,0.007690591737627983,0.812636137008667
55,0.14136608481407165,0.007759027648717165,0.8585236072540283,0.18691956996917725,0.007595358416438103,0.8130804300308228
56,0.14091450333595276,0.00781123386695981,0.85904461145401,0.18651041388511658,0.007501047570258379,0.813489556312561
57,0.1410815477371216,0.007726028561592102,0.858842134475708,0.18643298745155334,0.007513098884373903,0.813567042350769
58,0.14083853960037232,0.007685066666454077,0.8591047525405884,0.18629607558250427,0.007455136626958847,0.8137038946151733
59,0.1399574089050293,0.00779771339148283,0.8598893880844116,0.1863585114479065,0.007485257927328348,0.8136414885520935
60,0.14024619102478028,0.007909165695309639,0.8596550822257996,0.1865970492362976,0.007089619990438223,0.8134029507637024
