,loss,val_loss,ssim,val_ssim
0,-0.7302993094479596,-0.6931171417236328,0.7304913997650146,0.6931171417236328
1,-0.7505400865166275,-0.7165736556053162,0.7507242560386658,0.7165736556053162
2,-0.7745764093634523,-0.7422316074371338,0.7746146321296692,0.7422316074371338
3,-0.7828140773890931,-0.7493528127670288,0.7830705046653748,0.7493528127670288
4,-0.7854667048395416,-0.7467538714408875,0.7852555513381958,0.7467538714408875
5,-0.7887128282476354,-0.7567543387413025,0.7887906432151794,0.7567543387413025
6,-0.796158195277791,-0.7623738646507263,0.796238124370575,0.7623738646507263
7,-0.8010061684949898,-0.7666803002357483,0.8010908961296082,0.7666803002357483
8,-0.8056923415925767,-0.7710554599761963,0.805813193321228,0.7710554599761963
9,-0.8075370523664687,-0.7716958522796631,0.8075381517410278,0.7716958522796631
10,-0.8115919328030244,-0.7724312543869019,0.8120337724685669,0.7724312543869019
11,-0.81191294281571,-0.773651123046875,0.8119663000106812,0.773651123046875
12,-0.813971272221318,-0.7775799632072449,0.8140938878059387,0.7775799632072449
13,-0.8138011090549422,-0.7721794247627258,0.8141814470291138,0.7721794247627258
14,-0.8159998287389307,-0.7778361439704895,0.8161631226539612,0.7778361439704895
15,-0.818725518974257,-0.7796135544776917,0.8189709186553955,0.7796135544776917
16,-0.8171521881480276,-0.7687033414840698,0.8171399235725403,0.7687033414840698
17,-0.8196790792323925,-0.7823104858398438,0.820112943649292,0.7823104858398438
18,-0.8217504304132344,-0.7838841676712036,0.8220906853675842,0.7838841676712036
19,-0.8197228474381529,-0.7572500705718994,0.8202008605003357,0.7572500705718994
20,-0.8178411619162854,-0.783052921295166,0.8181570172309875,0.783052921295166
21,-0.8216963130750774,-0.7893707752227783,0.821570873260498,0.7893707752227783
22,-0.8222468539520547,-0.7798287868499756,0.8218759894371033,0.7798287868499756
23,-0.8248040035918907,-0.7770841717720032,0.8252025842666626,0.7770841717720032
24,-0.8205782013174928,-0.7787132263183594,0.8203495740890503,0.7787132263183594
25,-0.8237165860187861,-0.7846772074699402,0.8240633606910706,0.7846772074699402
26,-0.8181486689014199,-0.78411865234375,0.8183960914611816,0.78411865234375
27,-0.8223248970361403,-0.7850930690765381,0.8228389024734497,0.7850930690765381
28,-0.8267326148939721,-0.7612156271934509,0.8271231055259705,0.7612156271934509
29,-0.8250078404391253,-0.7717188596725464,0.8252729773521423,0.7717188596725464
30,-0.8213661290981151,-0.7752122282981873,0.821526288986206,0.7752122282981873
31,-0.8261093673882661,-0.7881044745445251,0.8261933922767639,0.7881044745445251
32,-0.8250692037888515,-0.7848727703094482,0.8251507878303528,0.7848727703094482
33,-0.8302669422126111,-0.78702312707901,0.8307564854621887,0.78702312707901
34,-0.8330479978043356,-0.7736378312110901,0.8321709632873535,0.7736378312110901
35,-0.826370362882261,-0.7857945561408997,0.8269385099411011,0.7857945561408997
36,-0.8316259340003684,-0.7820425033569336,0.8317673206329346,0.7820425033569336
37,-0.8347565509654857,-0.7699647545814514,0.8348416090011597,0.7699647545814514
38,-0.8365546096990137,-0.7972316145896912,0.8366193175315857,0.7972316145896912
39,-0.832166897661892,-0.7927029728889465,0.8329346776008606,0.7927029728889465
40,-0.8407119424254806,-0.7998297810554504,0.8412700891494751,0.7998297810554504
41,-0.8415951758255193,-0.8054258227348328,0.8415377736091614,0.8054258227348328
42,-0.8465273498017111,-0.8022868633270264,0.8468099236488342,0.8022868633270264
43,-0.8511009437066538,-0.799454927444458,0.851392924785614,0.799454927444458
44,-0.8508775263656805,-0.8031851649284363,0.8511874079704285,0.8031851649284363
45,-0.8542231468506801,-0.7978774309158325,0.8545634150505066,0.7978774309158325
46,-0.8553691219400477,-0.8006978631019592,0.8559972047805786,0.8006978631019592
47,-0.8581553587207088,-0.8125008940696716,0.8587520122528076,0.8125008940696716
48,-0.8626657253430213,-0.80211341381073,0.8630560040473938,0.80211341381073
49,-0.860820362597336,-0.8051629662513733,0.8610852360725403,0.8051629662513733
50,-0.8650792866577337,-0.8174946308135986,0.8658636212348938,0.8174946308135986
51,-0.8690897712001094,-0.8099687099456787,0.8695976734161377,0.8099687099456787
52,-0.8694002687195201,-0.822624683380127,0.8698694109916687,0.822624683380127
53,-0.8713169009597214,-0.8163045644760132,0.8715834021568298,0.8163045644760132
54,-0.8750125449380757,-0.814852237701416,0.875254213809967,0.814852237701416
55,-0.8762114695560785,-0.8181471228599548,0.8764405250549316,0.8181471228599548
56,-0.8766170681258778,-0.8206890225410461,0.8764601945877075,0.8206890225410461
57,-0.8798594106862574,-0.816476047039032,0.8799856305122375,0.816476047039032
58,-0.8808392433472622,-0.8196470141410828,0.8811895251274109,0.8196470141410828
59,-0.8814396078203931,-0.8153369426727295,0.8818092346191406,0.8153369426727295
60,-0.8825537672749272,-0.8214064240455627,0.8828408122062683,0.8214064240455627
